example,toxicity,sa,toxicity_val
  Glad you liked it. Hope it catches on some day... -),0,2,0.04293938
" I see... nevertheless, a formal WPRM would allow for the participation and input of other editors, who may be interested on the issue but are not keeping track of this specific article. That's why I would prefer it. Having said that, I leave the decision to more experienced editors, like yourself -) - Best regards,  ",0,2,0.043049015
"  Borat Thank you for experimenting with  Wikipedia. Your test worked, and it has been reverted or removed. Please use the sandbox for any other tests you may want to do. Take a look at the welcome page to learn more about contributing to our encyclopedia.  ",0,2,0.043727264
" OK, me and Fawcett had this discussion in April. See it at his talk page here  and on my talk page (look for April 30)   -  ",0,1,0.043811113
"  Warnings Paper Thank you for experimenting with Wikipedia. Your test worked, and has been reverted or removed. Please use the sandbox for any other tests you want to do. Take a look at the welcome page if you would like to learn more about contributing to our encyclopedia.   ",0,2,0.044083517
"  Agree with the change in name, one can add the other medal categories too, ie MVC and VC.  ",0,1,0.04417555
"  Belton House So? Let me know when (if) you'd like a bit of a copyedit. Sillily, I haven't actually read the article yet, it strikes me. And how would you like those notes? (I'm only trying to help, too... ).  |  .",0,1,0.04511095
 R. Michael Roberts  I created this article on 2007/09/27. You can make contributions by adding relevant information.  ,0,1,0.045497186
 hi. Just a word to say you that the french article about the Pens is now a featured article. Thanks again for your pics !  ,0,2,0.04567629
"`  Notability   ``Published authors, editors and photographers who received multiple independent reviews of or awards for their work.``  David Roati has received awards for his work. It is stated in the biography.   `",0,1,0.046166006
"   you are welcome   I voted for you because it looked right. Completely apart from that, if you want to look over TalkJohn Kerry, that would be nice. That said, I would have voted for you anyway, regardless of whether you may think I am right or wrong at TalkJohn Kerry. Best wishes.  ",0,2,0.04737967
Greybaum and Haydron I think you should include info on Greybaum!   ,0,1,0.047495116
"`, 22 June 2007 (UTC)   Hi Paul Thanks for your help,  Yes. I only dumped the data here for about 10 minutes while I was working on the sites, incase someone else was looking at the article and an edit confict happened.  Your trim is what I was going to do so thanks!  This article needs alot of help so I am glad your here working on it with me.   •  •  count) 2132`",0,2,0.04769607
" Thanks for experimenting with the page Sumatra on Wikipedia. Your test worked, and has been reverted or removed. Please use the sandbox for any other tests you want to do. Take a look at the welcome page if you would like to learn more about contributing to our encyclopedia.  Thanks.  ||popups ",0,2,0.04780345
"`This message is regarding the page Zhou Dynasty. Thanks for experimenting with Wikipedia.  Your test worked, and has been reverted or removed. Please use the sandbox for any other tests you want to do. Take a look at the welcome page if you would like to learn more about contributing to our encyclopedia.  Thanks.  `",0,2,0.048089076
"   Star Wars edits   Hey Mil, I've recently noticed you have made loads of Star Wars edits. I know you already have a Star Wars barnstar, but I'll give you a different Star Wars reward. ",0,1,0.04811128
  Shlomo Is it possible to contact you via email or something? | ,0,1,0.048235722
   Lookalike font   Can anyone direct me to a free lookalike E-13B font?,0,1,0.048675027
   Abdul Taib Mahmud   I have restored the revisions of the article which were made before the addition of the copyvio material. Have a nice day. )  |  ,0,2,0.0488658
`   Contact information   ThHis is a message for User J.Sweeton@winri.com....please contact me at johncoonfox@yahoo.ca.     -    `,0,1,0.048960418
   Time Article Part II   Has anybody worked in the stuff from the second part of the Time Magazine feature on Ashley?  ,0,1,0.0493269
   Your Page   Leebo how did you make that thing that says Please click here to leave me a message how did you do the color and the other stuff ,0,1,0.04942543
"  I will not continue this discussion here, but those who are interested in seeing what Jtdirl is talking about may wish to view the archived discussion.  ",0,1,0.049694683
" You know that we have to back with references every new statement we make in an article. So, that is missing in your article about St. Sergius of Valaam. Sorry, that I have to remind you of this, as I quite feel how happy you would be believing in your traditional way.    ",0,1,0.050008565
  With all the new information that was revealed at Jump Festa '06 don't you guys think we should add in some new information on the game?,0,1,0.050151125
HI! )  Thanks for fixing the link on the Jubilee page for the preview of The New Warriors #3. Now people will realize that she is the hero called Wondra. )  ,0,2,0.0503602
"`  DYK  {| class``Talk-Notice`` |- | |Did you know? has been updated. A fact from the article Collingwood Schreiber, which you recently created, has been featured in that section on the Main Page. If you know of another interesting fact from a recently created article, then please suggest it on the ``Did you know?`` talk page. |}`",0,2,0.050764706
  Thanks - fancy taking a look at British Institute in Paris which needs a bit of cleanup and name change I think. Same for St George's Hospital Medical School?,0,1,0.05076843
"`   My RfA  {| class``messagebox standard-talk`` style``border 2px solid #1EE1E1; background#FFFFCC;`` | Administrator  taking off! Hello Mailer diablo,  Thankyou for voting in my RfA. You will be pleased to know that it has been successful!! Meaning that I, , am now an English Wikipedia Administrator.  It passed with a suprising 47/0/0, and I really am grateful of all your support, and I hope that I live up to your high expectations!  If there is anything I can do to help you out, please, do not hesitate to !  Yours,    |}`",0,2,0.05085108
"`   Barnstar   {| style``border 1px solid gray; background-color #fdffe7;`` |rowspan``2`` valign``middle`` |  |rowspan``2`` | |style``font-size x-large; padding 0; vertical-align middle; height 1.1em;`` | The Barnstar of Diligence |- |style``vertical-align middle; border-top 1px solid gray;`` | I awared you, , the barnstar of diligence for your amazing amount of participation in RfAs. When I look at the main RfA page, I always see you somewhere on the page, and for your hard work at WPBN. Thank you for working so hard to serve the community with your knowledge on RfAs. Congrutulations!!  |}`",0,2,0.050948866
"`  Hi V 2 da J, and Welcome to Wikipedia!    Welcome to Wikipedia! I hope you enjoy the encyclopedia and want to stay. As a first step, you may wish to read the Introduction.  If you have any questions, feel free to ask me at my talk page — I'm happy to help. Or, you can ask your question at the New contributors' help page.  -   Here are some more resources to help you as you explore and contribute to the world's largest encyclopedia...   Finding your way around    * Table of Contents  * Department directory    Need help?    * Questions — a guide on where to ask questions. * Cheatsheet — quick reference on Wikipedia's mark-up codes.  * Wikipedia's 5 pillars — an overview of Wikipedia's foundations * The Simplified Ruleset — a summary of Wikipedia's most important rules.    How you can help    * Contributing to Wikipedia — a guide on how you can help.  * Community Portal — Wikipedia's hub of activity.    Additional tips...     * Please sign your messages on talk pages with four tildes(~~~~). This will automatically insert your ``signature`` (your username and a date stamp). The  button, on the tool bar above Wikipedia's text editing window, also does this.   * If you would like to play around with your new Wiki skills the Sandbox is for you.  * If you'd like to tell us about yourself and meet other new users, be sure to introduce yourself at our new user log.      Good luck, and have fun.  `",0,2,0.052142996
"`  Thank you for experimenting with the page Boris Yeltsin on Wikipedia. Your test worked, and has been reverted or removed. Please use the sandbox for any other tests you want to do. Take a look at the welcome page if you would like to learn more about contributing to our encyclopedia.  A link to the edit I have reverted can be found here link. If you believe this edit should not have been reverted, please contact me.    `",0,2,0.05246935
"`  Dear Chuck,  Writing to you is helping me to organize my material. Because you questioned the afternoon timing, this email is about 'When is Thanksgiving dinner usually served?`` The answer, as you will find below, is that Thanksgiving dinner is usually served in the afternoon.  The Thanksgiving meal time statistics reported by the highly respected Cooking Light magazine at http//community.cookinglight.com/showthread.php?t97715 are given below View Poll Results What time is Thanksgiving Dinner in your house?  12 noon      2 2.35% 1 pm      12 14.12% 2 pm      16 18.82% 3 pm      12 14.12% 4 pm      16 18.82% 5 pm      12 14.12% 6 pm      11 12.94% O.O.      4 4.71% Voters 85. You may not vote on this poll`",0,1,0.0525583
"   Who are you, could you tell me?   First let me know who are you, where from and why are you editing Salim Saifullah's Page?  I surely need help by you.",0,1,0.052616443
   Thank you!   Thanks for the barnstar! ) I'll try to live up to it. One thing I just started is trying to ensure that we have an article for every article in John Lindow's Handbook of Norse Mythology. See .  BTW - you're right that Lodur should have been moved to Lóðurr - I didn't notice it had ever been more than a redirect.  -  ,0,2,0.052972216
"`   ImageKimi Raikkonen 2007.jpg   {| aligncenter border0 cellpadding4 cellspacing4 style``border 1px solid #CC9; background-color #cfc`` |- | |Your Featured picture candidate has been promoted Your nomination for featured picture status, ImageKimi Raikkonen 2007.jpg, gained a consensus of support, and has been promoted. If you would like to nominate another image, please do so at WikipediaFeatured picture candidates. Thank you for nominating it!   |   |}`",0,2,0.052975096
   I got  develop very much respect for you now as your current hard work on this topic .plz see talk page and also have a look on current heading which was not Onlu widely Disucssed bu was also written by you. the Current  Celebrations  have very much Importnce  . the Edits needs Your Copy edits and supports .I tried my best to get all neutral soucre.thanksShabiha ,0,2,0.05324951
`   thanks   thank for doing that. Plankton (———) `,0,2,0.05335449
 If those East German documents were to be found on a site somewhere could we then link to them from Dr.Winterberg's page ?  What do you require ?   ,0,1,0.053382095
Jeanne Marie Spicuzza  Hi. I saw that you did clean-up on the Jeanne Marie Spicuzza article. Do you know why the record of your contributions were erased? Just wondering  ,0,1,0.05351468
"`  After some hunting, is this where you got the quote?  He was told by the Queen ``You're very special``. ``She said that she doesn't get to present the VC very often,`` Pte Beharry, of London, said afterwards. Thanks, e `",0,1,0.05357395
" T-man, looks like you have found some good reference materials to add to Catwoman.  I encourage you to implement some of that information there... perhaps providing that level of detail in thas page is not the best idea.  (See how friendly I am being to you?)  ",0,1,0.053833615
", 17 August 2007 (UTC)  No definitely not. You think that the NCSE knows anything about Bernard d'Abrera? I would be extremely surprised. Why do you ask? And what do you know? And who are you exactly?  0528",0,0,0.054535784
"`   Thank you for your Poland-related contributions {| width``75%`` |- |valign``top`` style``border-stylesolid; border-width1; border-colorRed;``| {| |  | Hello ! Thank you for your contributions related to Poland. You may be interested in visiting PortalPoland/Poland-related Wikipedia notice board, joining our discussions and sharing your creations with us. |- |} |}| `",0,2,0.054643072
"This message is regarding the page Gunpowder Plot. Thanks for experimenting with Wikipedia.  Your test worked, and has been removed. Please use the sandbox for any other tests you want to do. Take a look at the welcome page if you would like to learn more about contributing.  Thanks.  ",0,2,0.055069827
   *Dear David Ruben   Try SourceWatch for a start . . .in addition to MSN.com ( Search Term General Medical Council )...Then go back to the Wikipedia Article on the General Medical Council and appropriately list Abolish the General Medical Council (GMC) as one of the GMC's Notable Critics.  *I have done it for you !!! So please thank me for it !!!  Thank you - UKDoctor,0,2,0.055121846
"`   ReALLTEL Stadium   To be honest, I believe the site that I got the picture either no longer exists or has taken down the picture.   Re TD Waterhouse image I've changed the tag. Thanks for letting me know!   `",0,1,0.05515238
"   What Volumes?   For whoever noted that there was a three-volume edition of Dangerous Visions and a two-volume edition of Again, Dangerous Visions (or whoever can answer me this)What do you mean by this, and if so, where could I get it? Please reply on my talk page, at . Thanks,  .",0,1,0.05533408
"  Thomas the Tank Engine Hi I have been looking at some of your edits and, where I can, I have added sources.  You could help us by doing this yourself as you make the changes.  In some cases you made deletions that I did not understand and there was no explanation on the discussion/talk page or in the summary.  If you are deleting something because it is wrong plese explain your reasons in the edit summary. If your changes are reverted and you disagree with that reversion please start a discussion on the talk page.  You have made a lot of constructive changes on other subjects too. Have you considered registering?   ",0,1,0.055533856
" Image copyright problem with ImageCaterham_50th_anniversary.jpeg  Thank you for uploading ImageCaterham_50th_anniversary.jpeg. However, it currently is missing information on its copyright status. Wikipedia takes copyright very seriously. It may be deleted soon, unless we can determine the license and the source of the image. If you know this information, then you can add a copyright tag to the image description page.  If you have any questions, please feel free to ask them at the media copyright questions page. Thanks again for your cooperation.    ",0,1,0.055705212
"I think that we don't need so many images at Abahlali baseMjondolo. Also, I'm concerned about the legality of many of them. Are they your pictures, or do you have rights to them? If you do, let me know, and I'll fix them so that they aren't deleted. But if they aren't yours, it might be better if you get explicit permission from the owner of the pictures for rights to show them. If you need help with anything (anything at all), let me know. Thanks, I'm enjoying the article and some of your other additions.  ",0,1,0.055719387
"  More context for the paradox?  Basicallly, what caused Enrico Fermi to think of this?  What was the situation and the circumstances?  And even though we do fine with the short version, I think adding a longer version would add texture to our article and make it even more informative for our readers.      ",0,2,0.056137856
"`  Wow...... I've been here! Btw, is there a ``place wiki``?`",0,2,0.056186534
 No objections since december means I get to put up an airshow! Well all proposed subpages above now exists. Ill be working on the to make them more article like (as none have an introduction atm) |@ ,0,2,0.056255937
"  Wikimania 2008 Hey! I'm contacting all the members of wikiproject Perth because, I have put in an incomplete bid for Perth to hold Wikimania 2008. Please show your support by adding your name to the list and help contribute by improving our bid which is incomplete and located here - thanks Talk to symode09's or How's my driving? ",0,1,0.056465536
"I'm not too sure about the specifics of the OBE, but should we put his name at the beginning of the article as Sir Sidney Poitier?    ",0,1,0.056514017
  Why have you now edited the George Galloway page? Did you not claim above that you would no longer do so?,0,1,0.056704924
"`New Anglican Editing Tool Try using the following customized search to research Anglican topics while editing.  It is free from ads and free of charge.  It has been developed to remove unwanted result items from search results, while bringing critically important smaller websites forward; that is  enhanced relevancy.  This will help you, the editor, check facts and otherwise improve accuracy and relevance of edits for this topic here on Wikipedia.  The Anglican world is at your fingertips with this latest technology!   Click here for this tool   Anglican Search Engine  Search all things Anglican...  by the power of Google.   If you like this resource, you can create your own custom search engine for other topics and you may collaborate with others, just like here on Wikipedia.  Enjoy!    When using this resource, be sure to chant in a clear and confident voice  ``The Lord be with you...``   `",0,2,0.057256334
   Remakes   Should it be added that recently Square stated that they are planning on re-releasing remakes of old games and creating sequels to them? ,0,1,0.05769715
" ***Hi Dinch, don't worry about it. I have found dates or sent emails for all of my half (and found the date for Greenwood Furnace looking for Warriors Path, which is administered from Greenwood Furnace). I wasn't sure if that was your preferred email address, but will use it if it is (or you can email me a better address). I also hit 5500 edits today - leaving a warning after reverting silliness on Pennsylvania. I can email more parks, but are there any you have already done or want to do? I will also work on the list intro next. What do you think of the picture captions now? Take care,  ",0,1,0.05776294
  Categorizing images I have replied on my talk page.   ,0,1,0.057864293
   So your initial proposal is something like this    Clay Products   |-Ceramic Technology      |      |-Pottery      |-Space Age Ceramics   |-Ceramic Art      |      |-Hand Built      |-Wheel Thrown  Other areas I've been concerned about * industrial clay/ceramics products * clay/ceramic techniques and methods * cultural clay/ceramic history * technical clay/ceramic history * clay related tools and ingredients * well known clay artisens  And I'm sure there are plenty more.  A list of all the existing clay related articles would be a good beginning.  Comments welcome.   ,0,2,0.05787876
"`  email Donnacha, I sent you an email. You could have just sent me one because my email address is right on my page.   `",0,1,0.05797173
"` Why are you asking here, since you are a member of FilePile? There's an interesting ``discuss`` thread you could ask this in. -  `",0,1,0.057975937
"hello! i think that Ludovico is an awesome guy and has had so many experiences. He has become famous like he wanted, and i believe that is what we are put here on earth to achieve - our goals and ambitions! He has a cool name too!!!yeh...i like the guy...cept i dont want to do my sose assignment!!! luv Ludy's biggest fan (ha ha ha...probably only fan!!!)",0,2,0.058359325
"  Notice of Intent As is the policy of our publishing corporation and subsidiaries, when contributing to the item being investigated, a disclosure of our intentions is first posted.  My intention in contributing to this discussion is to interact with areas of Wikipedia that are more controversial than the tour we were given by senior members of the organization.  According to a letter and a fax received by both newspapers I edit and the publishing corporation that owns both papers, if I “really want to know what’s going on at Wikipedia,” I should “try expressing my honest opinion about the article and what is happening in discussion” at the following Internet locations  http//en.wikipedia.org/wiki/TalkState_terrorism  http//en.wikipedia.org/wiki/TalkTerrorism  http//en.wikipedia.org/wiki/TalkUnalienable_rights  http//en.wikipedia.org/wiki/WikipediaArticles_for_deletion/Unalienable_rights  Felice L'Angleterre (EDT)",0,1,0.058386736
"As to the B-rating It seems a very well developed and nicely put together article. The information is strong, with plenty of external references, but I am not confident enough in my own judging skills to give it an A-class rating. Also, some of the later section might be split up into smaller sections so as to make it more readable.  [Merged from TalkAmerican Cookery/Comments — posted by  Utopienne 1226, 10 August 2007] —    ",0,2,0.058395796
"`   Barnstar   {| style``border 1px solid gray; background-color #fdffe7;`` |rowspan``2`` valign``middle`` |  |rowspan``2`` | |style``font-size x-large; padding 0; vertical-align middle; height 1.1em;`` | The Original Barnstar |- |style``vertical-align middle; border-top 1px solid gray;`` | Just to tell Serendipodous that I haven't forgotten about him, I award the original barnstar. After beginning with an initial fascination with the definition of planet, you have quietly become one of our best astronomy editors and deserve great congratulations. (Even if I don't stop by, I still notice your many efforts!) Cheers,   |}`",0,2,0.058456343
  Srebrenica Genocide  If you want to edit Srebrenica Genocide article first read it!  ,0,1,0.05852469
"Tattyworld Hi Jim,  Why did you remove my entry Tattyworld  I created this entry as many other similar entries exist for similar messageboards/forums ( see b3ta.com ) Would love to know why ?  thanks, HD.   ",0,1,0.0587717
   Complete list of band recordings   i think this should be moved to separate article because when the new album comes out this list is going to get considerably larger and it isn't all that necessary so is it OK if i move it to Complete list of Evanescence recordings I'll leave it a day or to for people to respond. ,0,1,0.05923913
"`   It's been fun  Geogre, I'd hoped to get a chance to say good-bye to you ``in person' before heading out to the swing states, but since that , I'll do it in public here. My ``email this user`` link will still work, although what chance I'll have to access email when in the field, I don't know. But if you can, please keep me apprised of major events in your own life.  `",0,2,0.05941752
"43, 28 July 2005 (UTC)   I see your changes, Wasted, and as they seem to be carefully worded, including the reference to when Rodham began to use the name Rodham Clinton, they form an acceptable compromise. Hopefully, both of us are at least somewhat happy with this compromise and will be able maintain it.  18",0,2,0.059581373
   Merchiston   It might be worth mentioning the rivalry with Merchiston but I'm not sure where this would go and how relevant it is.  ,0,1,0.059779022
"Spam  Thanks for experimenting with Wikipedia. The links you added to the page Celebrity have been removed. Please do not add commercial links—or links to your own private websites—to Wikipedia. Wikipedia is not a vehicle for advertising or a mere collection of external links. You are, however, encouraged to add content instead of links.  See the welcome page if you would like to learn more about contributing to our encyclopedia. Thanks.    ",0,2,0.059936613
"Well, it seems we can't come to an agreement. This will probably go on until someone gives in.  I give in, I don't care anymore.  You probably won't hear from me often in this discussion.  Go ahead InShaneee, you are the admin, we can't stop you.  Let me just remind you though The customer is always right.  ",0,1,0.060167816
"Ducru-beaucaillou  Your article Ducru-beaucaillou has appeared in the Dead End Pages list because it is not wikified.  Please consult the Wikipedia Guide to Layout for more information on how to write a good, wikified article.  I would encourage you to revisit your submissions and {{wikify}} them.  Thanks and happy editing!  ",0,1,0.06040237
"Thanks very much, Banno. I really appreciate your continued efforts on my behalf. As for blocking IPs from editing my user page, that's fine with me. In fact, it'd be fine with me if the block lasted forever.    ",0,2,0.06071317
Anarcho-capitalists use Pierre Proudhon's definition.  What definition do you use?  ,0,1,0.060791586
"`   Album categorization   Why is CategoryAlbums by Band Q under CategoryAlbums of genre X.  I think CategoryAlbums by artist is enough.  Generally a band plays the same genre, say ``genre X``, but what if they release an album of ``genre Y``? It shouldn't default into the genre X category.  Could you clarify the rationale behind this for me, or point me to a discussion where this decision was made?  Thanks. −  (  •  • e-mail ) `",0,1,0.06097284
"   Baba Gurdit Singh   Can you help me figure out where you found out all that information about Baba Gurdit Singh?  I saw that for Baba Gurmukh Singh, you used http//www.punjabilok.com/ as a reference, but if you could point to a more specific page, that would be a great help.  Do you know of any sources that would be considered reliable?    ",0,1,0.06097373
"   Weather in 2007   Hello Oghmoir,thanks for contacting me. I think you have done a great job of the Weather in 2007 page, very, very interesting. Any deletions on the page by me were accidental, sorry for this.   I am glad you liked my article, although it is not always easy to write about the weather. But I guess you already know that. I have years of study behind my back but there are things I don't fully understand.  Writing those aricles needs lots of research. I try to be as accurate as possible. I think progress will be slow but this kind of pages are becoming increasingly popular as more and more people want to read more about whats happening to our planet.   ",0,2,0.061307557
"` Raise it on WPAN if you disagree.  We've had two consensus discussions that both agreed upon full sitebanning.  I stepped back from that once on my own initiative, and tried to step back from it a second time.  Nothing bound me to do so and - if anything - I went against consensus by extending so many chances.  This editor has been fully informed about the options for appeal. '''' `",0,1,0.061618023
"   Books?   This article says that Bibire 'has written several books on these and related subjects'. I'm aware of several articles by Bibire, but the only book which comes up on major library catalogues is Sagas, Saints and Settlements, The Northern World, 11 (Leiden Brill, 2004), which, as the article says, he co-edited. So I'm inclined to change 'books' to 'articles' here.  ",0,1,0.0619632
   Arbitration   I have filed an arbitration request concerning Attachment Therapy and listed you as an involved party. You can provide a statement at WikipediaRequests for arbitration#Attachment_Therapy.  ,0,1,0.06252401
" cristibur, Ok i understand that you don't want ot believe me that Tarom has destinations at Montreal, it's okay. I want just ot tell you that the destinations is not me who invented. I took them from the Tarom's official website, at site's map, in update timetable. I also to tell to check on admtl.com and to look at airlines serving Dorval and Mirabel.If you don't want anymore to answer here, no problem, me to I'll not post anymore.I'm sorry that we quarreled.  ArthurNorbert",0,1,0.062547356
"`   Release Date   Although the title says ``Summer 2006``, I've called around EB Games and quite a few other places, and they said Sega intends on releasing Sonic 2K6 the same day as the PS3, at least in Canada (where I am). Shall i add that note to the release date information on the page?    -   `",0,1,0.06257833
"    Your School  hey you go to churchill, do you know a guy named Ahmad Thobani?",0,1,0.0627545
"   Hi          hey Vlatkoto, your vote isnt counted like this. You should put ( ) in the end of your vote to sign in here . Thanx",0,1,0.062823676
"   Hello,  I am the owner of the 2 photos you deleted. perhaps i didn't license it properly because I don't have good English and thought i was putting it by the right category. Mimel took the photo, he and I uploaded the file. He is a photographer in Haifa, Israel.  In which category should I put the photos, considering that you are speaking to the person that took it. We can decide to make it a free licences with Mimel tommorow without any problem. ",0,1,0.06288576
Hi its me again.I saw the page on Canberra.Looks quite interesting to me!Ill check it out on Google Earth  ,0,2,0.06293587
"  Map This Pacific Map is good, but I feel it needs to express some other American claims in the Pacific.  For instance, the claim of the US to Washington and Fanning Atolls has not yet been dropped or ceded in any way, so why not add those islands on the map with disputed sovereignty asteriks?  Also, can we get a map of the Caribbean with at least the three islands that are mentioned here?  This is very nice.  ",0,2,0.06303352
BUT this is exactly what you've done countless times Blanket Rev everything! ,0,0,0.06386894
"  Thank you for your answer. However, I shall wait for Doc's one, before giving my opinion on the matter. ",0,1,0.06412929
"`  {| style``border-spacing8px;margin0px -8px`` width``100%`` |class``MainPageBG`` style``width 55%; border1px solid #084080; background-color#F5FFFA; vertical-aligntop;color#000000;font-size 85%``| {| width``100%`` cellpadding``2`` cellspacing``5`` style``vertical-aligntop; background-color#F5FFFA`` !  Hello JonathanEllis, and welcome to Wikipedia! Here are some recommended guidelines to help you get involved. Please feel free to contact me if you need help with anything. Best of luck and happy editing!   |} {| style``border-spacing8px;margin0px -8px`` width``100%`` |class``MainPageBG`` style``width 55%; border1px solid #FFFFFF; background-color#F5FFFA; vertical-aligntop``| {| width``100%`` cellpadding``2`` cellspacing``5`` style``vertical-aligntop; background-color#F5FFFA`` ! Getting started |- |style``color#000``| * Wikipedia Tutorial * How to edit a page * The five pillars of Wikipedia * Manual of Style * Be bold in editing * How to write a great article * WikiProjects |- ! Getting your info out there |- | style``color#000``| * Cite your sources * Neutral Point of View * Point of View * Verifiability * Uploading images * Image use policy |- ! Getting more Wikipedia rules |- | style``color#000``| * Policy Library |- |} |class``MainPageBG`` style``width 55%; border1px solid #FFFFFF; background-color#F5FFFA; vertical-aligntop``| {| width``100%`` cellpadding``2`` cellspacing``5`` style``vertical-aligntop; background-color#F5FFFA`` ! Getting help |- |style``color#000``| * New contributors' help page * Where to ask a question * Help Desk * Frequently Asked Questions |- ! Getting along |- |style``color#000``| * Wikipedians * Wikiquette * Civility * Sign your posts * Conflict resolution |- ! Getting technical |- |style``color#000``|  * Pages needing attention * Peer review * Utilities * Village pump |- |} |} |} `",0,2,0.0642294
   I have an idea   Hook him up with James McGreevey!,0,1,0.064377695
"   Block?   I received a message that said I edited something...  I have never done that.  I have used wikipedia before, but never tried to edit it.  I don't understand why I received that message.  I did learn something that I thought to add to an entry.  Can you tell me how to go about doing that?  tcox0228@aol.com",0,0,0.0643887
"   Wario   It's been improved since you objected. Could you consider adjusting your vote, even to Weak Oppose? I'd like to know what still can be fixed.   ",0,1,0.06444725
  The two buildings are joined together and Humphrey patrolled them both (and indeed much wider - his main work was at the Cabinet Office. .   . ,0,1,0.06445962
"   Bud Selig   You might want to read up a bit more about using the Neutral point of view with regard to the Bud Selig article; opinions should not be expressed without sourcing them, and even then they should be expressed dispassionately.  Cheers.  ",0,1,0.064721145
